,Business License,Business Name,Inspection Score,Violation Date,Violation,Inspector Comments,Address,City,State,Zip Code,Location
707,09FOOD-0288,ETHS,99.0,12/03/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed cracked and broken flooring especially around floor drain in teachers lounge/cafeteria back room. Please repair or replace flooring with a smooth and easily cleanable floor surface material.,1600 DODGE AVE,Evanston,IL,60201,"1600 DODGE AVE
Evanston, IL 60201
(42.046601, -87.699034)"
741,09FOOD-0414,St. Luke's Episcopal Church,99.0,11/09/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Thermometer in refrigerator is not accurate. Replace with a working thermometer.,939 HINMAN AVE,Evanston,IL,60202,"939 HINMAN AVE
Evanston, IL 60202
(42.035393, -87.677989)"
4,14FOOD-0039,Domino's Pizza,99.0,01/03/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Provide handsoap in the men's room as the dispenser is empty.,911 FOSTER ST,Evanston,IL,60201,"911 FOSTER ST
Evanston, IL 60201
(42.053914, -87.683929)"
127,12FOOD-0018,Ward Eight,99.0,02/13/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Do not use glass bowls to dispense sugar use only utensils with handles.,629 HOWARD ST,Evanston,IL,60202,"629 HOWARD ST
Evanston, IL 60202
(42.01947, -87.679585)"
859,18FOOD-0040,10Q Chicken,99.0,09/25/2018,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic forks are incorrectly displayed. Display all utensils with handles easily accessible.,816 CHURCH ST,Evanston,IL,60201,"816 CHURCH ST
Evanston, IL 60201
(42.048471, -87.682879)"
726,16FOOD-0006,Terra and Vine,99.0,11/02/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observes food scraps Such as lettuce leaves on walk-in floor. Please assure floors are free of food scraps |  and clean and sanitize.,1701 MAPLE AVE,Evanston,IL,60201,"1701 MAPLE AVE
Evanston, IL 60201
(42.048828, -87.684729)"
447,09FOOD-0302,Orrington Elementary School,99.0,09/06/2018,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic spoons at the buffet line are improperly stored. Store spoons with handles out and easily accessible in order to help avoid cross contamination from hand contact.,2636 ORRINGTON AVE,Evanston,IL,60201,"2636 ORRINGTON AVE
Evanston, IL 60201
(42.065727, -87.679492)"
202,10FOOD-0008,Andy's Frozen Custard,99.0,10/03/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloth sitting on top of small ice storage and table. Please store wiping cloths in sanitizing solution when not in use,719 CHURCH ST,Evanston,IL,60201,"719 CHURCH ST
Evanston, IL 60201
(42.048443, -87.681482)"
438,09FOOD-0063,Potbelly Sandwich Works,99.0,07/03/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",1 Observed handle at prep station broken. Please repair or replace broken handle at prep station. 2 observed cutting boards (2) with deep grooves. Please replace or resurface cutting boards.,630 DAVIS ST,Evanston,IL,60201,"630 DAVIS ST
Evanston, IL 60201
(42.046612, -87.68124)"
132,12FOOD-0018,Ward Eight,99.0,02/13/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Cody Modeer MCC-10767exp 5/8/22All food service employees shall have Illinois Food Handler Training certificates on file.,629 HOWARD ST,Evanston,IL,60202,"629 HOWARD ST
Evanston, IL 60202
(42.01947, -87.679585)"
1155,09FOOD-0400,Hill Arboretum Apartments,99.0,05/22/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple surfaces are soiled with food debris. clean.,2040 BROWN AVE,Evanston,IL,60201,"2040 BROWN AVE
Evanston, IL 60201
(42.055257, -87.700412)"
130,12FOOD-0018,Ward Eight,99.0,02/13/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Wash the wall behind the 3 compartment sink in the bar area,629 HOWARD ST,Evanston,IL,60202,"629 HOWARD ST
Evanston, IL 60202
(42.01947, -87.679585)"
1101,09FOOD-0251,Dozika,100.0,10/22/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Shelves near sushi prep area are soiled. Clean. 2. Surface of fryers are soiled. Clean. 3. Shelf liner located on the kitchen cart is in poor condition. Remove.,601 DEMPSTER ST,Evanston,IL,60201,"601 DEMPSTER ST
Evanston, IL 60201
(42.041215, -87.680946)"
1100,09FOOD-0170,Siam Splendour,100.0,02/27/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.The back door was ajar and must remain closed at all times except if you install a tight fitting screen door.Outside door must shut tightly.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
212,09FOOD-0170,Siam Splendour,100.0,09/06/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",To go containers are not stored correctly. Store the containers upside down to prevent debris from falling in.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
411,08FOOD-0181,Dunkin' Donuts & Baskin-Robbins,100.0,07/25/2018,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic knives are being stored incorrectly. Store with the handles all facing the same way.,2658 GREEN BAY RD,Evanston,IL,60201,"2658 GREEN BAY RD
Evanston, IL 60201
(42.066101, -87.700307)"
67,08FOOD-0180,Dunkin' Donuts,100.0,01/23/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Sanitizing Wiping cloth bucket was not set up all morning. Set up sanitizing bucket when you open in the morning and change to new solution every 4 hours or sooner if water gets dirty.Bucket set up with 200 ppm of quat,1612 BENSON AVE,Evanston,IL,60201,"1612 BENSON AVE
Evanston, IL 60201
(42.047664, -87.683415)"
487,18FOOD-0017,Soban Korea,100.0,07/05/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The front cooler does not have a thermometer. A thermometer has been placed in the cooler.,819 NOYES ST,Evanston,IL,60201,"819 NOYES ST
Evanston, IL 60201
(42.05844, -87.682601)"
63,09FOOD-0295,Dawes Elementary School,100.0,01/19/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Rubber gasket on chest cooler is falling off. Repair or replace.,440 DODGE AVE,Evanston,IL,60202,"440 DODGE AVE
Evanston, IL 60202
(42.026496, -87.699485)"
1176,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,A dumpster has a rusted opening. Contact Groot to change the rusted dumpster with a new one. The grease bin in the alley is soiled. Clean the exterior of the container and surrounding area as needed.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1097,16FOOD-0003,Hilton Orrington,100.0,08/29/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sink basins are slightly soiled. Clean surface before filling sinks for dish washing.,1710 ORRINGTON AVE,Evanston,IL,60201,"1710 ORRINGTON AVE
Evanston, IL 60201
(42.048744, -87.680574)"
489,09FOOD-0121,Jewel Osco #3428,100.0,12/05/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Meat was found with a temperature of 43-44F. This is likely due to the cooler freezing in multiple areas. Meat was removed and cooler is being defrosted. Cooler will be reinspected to ensure it is maintaining meat at 41F or below.,1128 CHICAGO AVE,Evanston,IL,60202,"1128 CHICAGO AVE
Evanston, IL 60202
(42.039455, -87.680467)"
10,16FOOD-0002,Osel Ling Mindrolling International,100.0,01/03/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.No verification could be made of a Certified Food Service Manager.Provide the name of a person Certified in Food Service Management who oversees food events,1818 DEMPSTER ST,Evanston,IL,60202,"1818 DEMPSTER ST
Evanston, IL 60202
(42.041133, -87.698468)"
450,09FOOD-0251,Dozika,100.0,10/22/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Ice machine is soiled inside. Clean and sanitize.,601 DEMPSTER ST,Evanston,IL,60201,"601 DEMPSTER ST
Evanston, IL 60201
(42.041215, -87.680946)"
493,18FOOD-0042,Chicago Hot Dog & Co,100.0,09/14/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drains under the 3 compartment sink and the prep sink are soiled. Routinely clean the floor drains.,1009 DAVIS ST,Evanston,IL,60201,"1009 DAVIS ST
Evanston, IL 60201
(42.047056, -87.685294)"
1071,09FOOD-0170,Siam Splendour,100.0,05/31/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Fly strips are hung above food prep areas. Store the fly strips near the exit door.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
2,08FOOD-0181,Dunkin' Donuts & Baskin-Robbins,100.0,01/03/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,The dipper wells were storing utensils in water without the water running. Keep the dipper wells running when storing utensils in water.,2658 GREEN BAY RD,Evanston,IL,60201,"2658 GREEN BAY RD
Evanston, IL 60201
(42.066101, -87.700307)"
3,08FOOD-0181,Dunkin' Donuts & Baskin-Robbins,100.0,01/03/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Wash rinse and sanitize the inside of the ice machine in back to remove the visible mold residue,2658 GREEN BAY RD,Evanston,IL,60201,"2658 GREEN BAY RD
Evanston, IL 60201
(42.066101, -87.700307)"
817,09FOOD-0245,Mt. Everest Restaurant,100.0,03/27/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Multiple knives were found soiled while stored in the knife holder. Have the knives cleaned and sanitized.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
406,15FOOD-0049,The Barn,100.0,04/11/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The baffle filters to the fume hood are soiled. Clean the filters.,1016 CHURCH ST Rear,Evanston,IL,60201,"1016 CHURCH ST Rear
Evanston, IL 60201
(42.048484, -87.686166)"
796,09FOOD-0251,Dozika,100.0,10/22/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Thermometer missing from display cooler. Provide so employees can monitor the temperature.,601 DEMPSTER ST,Evanston,IL,60201,"601 DEMPSTER ST
Evanston, IL 60201
(42.041215, -87.680946)"
1078,09FOOD-0245,Mt. Everest Restaurant,100.0,03/27/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. The walk-in cooler temperature is 44F. Food items must be held at 41F. Remove potentially hazardous food items (chicken |  milk) from the walk-in cooler. Have cooler serviced.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
195,09FOOD-0245,Mt. Everest Restaurant,100.0,12/07/2018,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Bowl of raw chicken found stored on storage rack for clean dishes. Do not store raw chicken above or next to clean dishes.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
824,15FOOD-0049,The Barn,100.0,04/11/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The stainless steel wall next to the oven is soiled. Clean the wall.,1016 CHURCH ST Rear,Evanston,IL,60201,"1016 CHURCH ST Rear
Evanston, IL 60201
(42.048484, -87.686166)"
7,16FOOD-0002,Osel Ling Mindrolling International,100.0,01/03/2018,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION.Provide a sanitizer such as a gallon of bleach to be used in the catering kitchen 3 compartment sink.,1818 DEMPSTER ST,Evanston,IL,60202,"1818 DEMPSTER ST
Evanston, IL 60202
(42.041133, -87.698468)"
1082,09FOOD-0373,Evanston Post 42,100.0,11/28/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.No posted or displayed certified food service sanitation manager certificate. Please provide or email a copy of the FSSMC certificate or provide proof of application within the next 10 days.,1030 CENTRAL ST,Evanston,IL,60201,"1030 CENTRAL ST
Evanston, IL 60201
(42.064176, -87.686042)"
76,08FOOD-0180,Dunkin' Donuts,100.0,01/23/2018,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Obtain new quaternary sanitizer test strips as the ones hanging are discolored as they are either expired or they fell in water,1612 BENSON AVE,Evanston,IL,60201,"1612 BENSON AVE
Evanston, IL 60201
(42.047664, -87.683415)"
484,09FOOD-0245,Mt. Everest Restaurant,100.0,03/27/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",The compartments of the 3 basin sink are soiled. Clean thoroughly before filling basins for washing |   rinsing and sanitizing.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
72,08FOOD-0180,Dunkin' Donuts,100.0,01/23/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Zain Ali Malik 2/27/18 01600801All employees must have Food Handler licenses on site,1612 BENSON AVE,Evanston,IL,60201,"1612 BENSON AVE
Evanston, IL 60201
(42.047664, -87.683415)"
798,09FOOD-0252,Noodles & Company #606,100.0,07/02/2018,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",observed plastic spoon at prep station used to dispense parmesan.  Please utilize food grade dispensing utensil,930 CHURCH ST,Evanston,IL,60201,"930 CHURCH ST
Evanston, IL 60201
(42.048466, -87.684267)"
1087,09FOOD-0245,Mt. Everest Restaurant,100.0,12/07/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Food debris found on shelves and surfaces. Clean. 2. Exterior of ice machine has heavy dust buildup. Clean.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
71,08FOOD-0180,Dunkin' Donuts,100.0,01/23/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Clean the blue ice scoop and the blue  ice scoop holder to remove visible brown residue at the bottom of the scoop holder. **Make sure your ice machine is sanitized regularly to prevent mold and mildew as the interior is grey and I cannot tell if there is any mold or mildew**,1612 BENSON AVE,Evanston,IL,60201,"1612 BENSON AVE
Evanston, IL 60201
(42.047664, -87.683415)"
492,09FOOD-0224,Panino's Cafe & Bar,100.0,09/18/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface under the grill top is soiled. Routinely clean all food contact surfaces.,1968 DEMPSTER ST,Evanston,IL,60202,"1968 DEMPSTER ST
Evanston, IL 60202
(42.041108, -87.700759)"
1175,14FOOD-0012,Bangers and Lace,100.0,08/27/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line coolers is heavily soiled. Routinely clean the floor.The floor under the dish machine is soiled. Routinely clean the floor. The floor under the shelving in the walk in cooler is soiled. Routinely clean the floor. The floor around the grease bin in the alley is heavily soiled. Routinely clean the area.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1174,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drain for the bar dish machine is soiled. Clean the floor drains as needed.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
59,15FOOD-0040,Quad Indoor Sports,100.0,01/17/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Provide the name of a person who has a Food Service Sanitation Manager Certification FSSMC,2454 OAKTON ST,Evanston,IL,60202,"2454 OAKTON ST
Evanston, IL 60202
(42.026416, -87.710349)"
420,09FOOD-0051,Vinic Wine Company,100.0,09/26/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cheese cooler has ice buildup. This is blocking air flow and causing half of the cooler to hold 55F. Defrost cooler. Cooler must maintain 41F or below.,1509 CHICAGO AVE,Evanston,IL,60201,"1509 CHICAGO AVE
Evanston, IL 60201
(42.045412, -87.680082)"
463,09FOOD-0245,Mt. Everest Restaurant,100.0,07/26/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cooked food is not being cooled rapidly. Store cooked food (especially thicker sauces and meats) in shallow pans in order to allow the center to reach 41F or below within 6 hours of dropping below 135F.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
1163,14FOOD-0012,Bangers and Lace,100.0,08/27/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall at the end of the cook line (close to the dish area ) is soiled. Routinely clean the wall. The walls in the dish area are soiled. Routinely clean the walls.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1162,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.  A certified food manager is not on site. A certified food manager must be present at all times. Ensure each shift has a certified food manager. Obtain the proper certificates within 90 days.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
460,08FOOD-0181,Dunkin' Donuts & Baskin-Robbins,100.0,07/25/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the shelving in the walk in cooler is soiled. Routinely clean the floors.,2658 GREEN BAY RD,Evanston,IL,60201,"2658 GREEN BAY RD
Evanston, IL 60201
(42.066101, -87.700307)"
425,09FOOD-0121,Jewel Osco #3428,100.0,12/05/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Multiple boxes of food were found on the floor. Store all food items at least 6 inches above the floor.,1128 CHICAGO AVE,Evanston,IL,60202,"1128 CHICAGO AVE
Evanston, IL 60202
(42.039455, -87.680467)"
41,09FOOD-0307,Starbucks #241,100.0,01/11/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Display cooler is 58F. String cheese stored in the cooler must be discarded due to being stored at a hazardous temperature. Have cooler repaired. It must maintain food at 41F or below.,528 DEMPSTER ST,Evanston,IL,60202,"528 DEMPSTER ST
Evanston, IL 60202
(42.041205, -87.680319)"
29,09FOOD-0307,Starbucks #241,100.0,01/11/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Dirty dishes were placed in the rinse basin of the 3 compartment sink. Ensure the basins are clearly designated for 1. Wash |  2. Rinse |  3. Sanitize,528 DEMPSTER ST,Evanston,IL,60202,"528 DEMPSTER ST
Evanston, IL 60202
(42.041205, -87.680319)"
23,09FOOD-0162,D & D Finer Foods,100.0,01/09/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.FSSMC 9/13/22 15566067 Claudia GonzalezAll food service employees must have Food Handler Training certificates on site,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
12,09FOOD-0424,Dunkin' Donuts,100.0,01/04/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",The employee did not correctly explain the manual dishwashing steps as she said the rinse is in the first sink. I explained the manual dishwashing steps are 1st sink Wash with soap2nd sink rinse with water3rd sink sanitize,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)"
469,17FOOD-0004,Hilton Garden Inn,100.0,03/14/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",The buffet table displaying uncovered pastries and juices must be protected from contamination by sneeze shields,1818 MAPLE AVE,Evanston,IL,60201,"1818 MAPLE AVE
Evanston, IL 60201
(42.050681, -87.684824)"
1139,09FOOD-0325,Cozy Noodles & Rice,100.0,01/17/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Please clean the front of and inside coolers.,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
1156,09FOOD-0325,Cozy Noodles & Rice,100.0,10/23/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Observed no self-closing device on bathroom door for employees. Please install a self-closing hinge or spring to allow bathroom door to self-close,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
20,09FOOD-0162,D & D Finer Foods,100.0,01/09/2018,(1) FOOD:  Source: wholesome; no spoilage,CRITICAL VIOLATION.Found 3 packages Oscar Meyer deli meat with a Use By date of January 7th which is 2 days expired which must be removed from the retail shelf,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
19,09FOOD-0162,D & D Finer Foods,100.0,01/09/2018,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Chlorine  0 ppm in the 3 compartment. Since the dispenser is not working the chlorine must be added manually or the dispenser repaired. Add chlorine to reach between 50-200 ppm,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
18,09FOOD-0162,D & D Finer Foods,100.0,01/09/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.There was over 200 ppm of chlorine in the deli spray bottle which is used for work surfaces. The chlorine level shall be between 50-200 ppm.,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
17,09FOOD-0162,D & D Finer Foods,100.0,01/09/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Chlorine at 0 ppm the wiping cloth bucket must be between 50-200 ppm,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
16,09FOOD-0162,D & D Finer Foods,100.0,01/09/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Replace the bare wood shelf storing single service containers with an NSF shelving unit as bare wood absorbs food and liquid residue and is not day to clean.,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
455,09FOOD-0245,Mt. Everest Restaurant,100.0,12/07/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.1. Multiple large containers of food were found holding 46-51F in coolers. The elevated temperature is due to improper cooling. Food was discarded. Thick food items must be cooled in shallow pans. Discontinue cooling food in the large plastic containers. Provide more shallow containers and store containers uncovered during cooling process. Items must be cooled within 6 hours. 2. Food (fish |  lamb |  sauces) found holding 61F in cooler. Cooler is in disrepair. Food was discarded and manager said cooler will be replaced.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
1154,09FOOD-0325,Cozy Noodles & Rice,100.0,10/23/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineQuaternary ammonia / Chlorine / IodineObserved wiping cloths on tables. Please store wiping cloths in sanitizing solution when not in use.,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
14,10FOOD-0044,Subway #46614,100.0,01/05/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Sliced cheese |  sliced tomatoes and shredded cheese were found at 52-54F due to prep cooler being 52F.  Items were placed in cooler at 8am. Ensure these items are served or discarded today by 12pm. Discontinue use of prep cooler until it is repaired. Cooler must maintain food at 41F or below.,1133 EMERSON ST,Evanston,IL,60201,"1133 EMERSON ST
Evanston, IL 60201
(42.052151, -87.687242)"
200,09FOOD-0170,Siam Splendour,100.0,05/31/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floor near the baseboard throughout the kitchen is soiled. Sweep and mop all areas of the floor everyday. The floor grout in front of the Wok station is in disrepair. Repair the damage to prevent standing water and accumulating food.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
22,09FOOD-0162,D & D Finer Foods,100.0,01/09/2018,(2) FOOD: Original Container; properly labeled.,The pre packaged D  and  D blueberry muffins poppy seed muffins |  chocolate cake |  do not meet the labels no requirements as the ingredients list is missing. Please provide the ingredients in order of predominance on the label.,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
1164,14FOOD-0012,Bangers and Lace,100.0,04/27/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Various PHF were being held at 50 F in a cook line cooler. The items were discarded. Product that was recently prepped was moved to another cooler.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1165,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Various hand sinks do not have paper towels. Every hand sink must have a supply of paper towels.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
416,09FOOD-0170,Siam Splendour,100.0,02/27/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Replace soiled deteriorated and discolored ceiling tiles in the kitchen and above the buffet tables.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
